,depature_date,hotel_name,reg,types,room-type,Sales Person ,sales
2340,2024-07-24,"Lexis Suites, Penang",North,City Hotel ,Studio,Amy,6180.0
2341,2024-07-24,"Lexis Suites, Penang",North,City Hotel ,Studio,Derek,1627.5
2342,2024-07-24,"Lexis Suites, Penang",North,City Hotel ,Studio,Leo,8055.0
2343,2024-07-24,"The Hilton, Kuala Lumpur",Central,City Hotel ,Deluxe Room,Amy,2580.0
2344,2024-07-24,"The Hilton, Kuala Lumpur",Central,City Hotel ,Deluxe Room,Leo,7500.0
2345,2024-07-24,"The Hilton, Kuala Lumpur",Central,City Hotel ,Royal Suite ,Leo,7240.0
2346,2024-07-24,"The Hilton, Kuala Lumpur",Central,City Hotel ,Single Room,Amy,4340.0
2347,2024-07-24,"The Hilton, Kuala Lumpur",Central,City Hotel ,Studio,Derek,6510.0
2348,2024-07-25,"Le Méridien, Sabah",East,Resort Hotel ,Royal Suite ,Amy,24080.0
2349,2024-07-25,"Le Méridien, Sabah",East,Resort Hotel ,Studio,Derek,22785.0
2350,2024-07-25,"Lexis Suites, Penang",North,City Hotel ,Single Room,Leo,7595.0
2351,2024-07-25,"Lexis Suites, Penang",North,City Hotel ,Studio,Derek,22785.0
2352,2024-07-25,"The Hilton, Kuala Lumpur",Central,City Hotel ,Deluxe Room,Amy,9205.0
2353,2024-07-25,"The Hilton, Kuala Lumpur",Central,City Hotel ,Deluxe Room,Derek,9485.0
2354,2024-07-25,"The Hilton, Kuala Lumpur",Central,City Hotel ,Studio,Amy,21630.0
2355,2024-07-26,"Le Méridien, Sabah",East,Resort Hotel ,Deluxe Room,Amy,8807.5
2356,2024-07-26,"Le Méridien, Sabah",East,Resort Hotel ,Deluxe Room,Leo,625.0
2357,2024-07-26,"Le Méridien, Sabah",East,Resort Hotel ,Single Room,Amy,7052.5
2358,2024-07-26,"Le Méridien, Sabah",East,Resort Hotel ,Single Room,Leo,13390.0
2359,2024-07-26,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Amy,657.5
2360,2024-07-26,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Leo,17590.0
2361,2024-07-26,"Lexis Suites, Penang",North,City Hotel ,Studio,Leo,21157.5
2362,2024-07-26,"The Hilton, Kuala Lumpur",Central,City Hotel ,Single Room,Leo,13020.0
2363,2024-07-26,"The Hilton, Kuala Lumpur",Central,City Hotel ,Studio,Leo,38865.0
2364,2024-07-27,"Le Méridien, Sabah",East,Resort Hotel ,Deluxe Room,Amy,4547.5
2365,2024-07-27,"Le Méridien, Sabah",East,Resort Hotel ,Deluxe Room,Leo,7232.5
2366,2024-07-27,"Le Méridien, Sabah",East,Resort Hotel ,Single Room,Amy,8680.0
2367,2024-07-27,"Le Méridien, Sabah",East,Resort Hotel ,Single Room,Derek,6345.0
2368,2024-07-27,"Le Méridien, Sabah",East,Resort Hotel ,Studio,Amy,16275.0
2369,2024-07-27,"Le Méridien, Sabah",East,Resort Hotel ,Studio,Derek,1545.0
2370,2024-07-27,"Le Méridien, Sabah",East,Resort Hotel ,Studio,Leo,26667.5
2371,2024-07-27,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Amy,13955.0
2372,2024-07-27,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Derek,13945.0
2373,2024-07-27,"Lexis Suites, Penang",North,City Hotel ,Single Room,Amy,8680.0
2374,2024-07-27,"Lexis Suites, Penang",North,City Hotel ,Single Room,Derek,11890.0
2375,2024-07-27,"Lexis Suites, Penang",North,City Hotel ,Single Room,Leo,8240.0
2376,2024-07-27,"Lexis Suites, Penang",North,City Hotel ,Studio,Amy,27892.5
2377,2024-07-27,"Lexis Suites, Penang",North,City Hotel ,Studio,Leo,9270.0
2378,2024-07-27,"The Hilton, Kuala Lumpur",Central,City Hotel ,Deluxe Room,Amy,3870.0
2379,2024-07-27,"The Hilton, Kuala Lumpur",Central,City Hotel ,Deluxe Room,Derek,14007.5
2380,2024-07-27,"The Hilton, Kuala Lumpur",Central,City Hotel ,Deluxe Room,Leo,6575.0
2381,2024-07-27,"The Hilton, Kuala Lumpur",Central,City Hotel ,Royal Suite ,Derek,1720.0
2382,2024-07-27,"The Hilton, Kuala Lumpur",Central,City Hotel ,Single Room,Amy,14180.0
2383,2024-07-27,"The Hilton, Kuala Lumpur",Central,City Hotel ,Single Room,Derek,11330.0
2384,2024-07-27,"The Hilton, Kuala Lumpur",Central,City Hotel ,Studio,Amy,41315.0
2385,2024-07-27,"The Hilton, Kuala Lumpur",Central,City Hotel ,Studio,Derek,9765.0
2386,2024-07-27,"The Hilton, Kuala Lumpur",Central,City Hotel ,Studio,Leo,35630.0
2387,2024-07-28,"Le Méridien, Sabah",East,Resort Hotel ,Deluxe Room,Amy,645.0
2388,2024-07-28,"Le Méridien, Sabah",East,Resort Hotel ,Deluxe Room,Derek,15780.0
2389,2024-07-28,"Le Méridien, Sabah",East,Resort Hotel ,Single Room,Amy,14700.0
2390,2024-07-28,"Le Méridien, Sabah",East,Resort Hotel ,Single Room,Derek,6510.0
2391,2024-07-28,"Le Méridien, Sabah",East,Resort Hotel ,Studio,Amy,15650.0
2392,2024-07-28,"Le Méridien, Sabah",East,Resort Hotel ,Studio,Leo,20085.0
2393,2024-07-28,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Amy,645.0
2394,2024-07-28,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Derek,16705.0
2395,2024-07-28,"Lexis Suites, Penang",North,City Hotel ,Single Room,Amy,9470.0
2396,2024-07-28,"Lexis Suites, Penang",North,City Hotel ,Single Room,Derek,23267.5
2397,2024-07-28,"Lexis Suites, Penang",North,City Hotel ,Single Room,Leo,6510.0
2398,2024-07-28,"Lexis Suites, Penang",North,City Hotel ,Studio,Amy,22785.0
2399,2024-07-28,"Lexis Suites, Penang",North,City Hotel ,Studio,Derek,33365.0
2400,2024-07-28,"Lexis Suites, Penang",North,City Hotel ,Studio,Leo,38235.0
2401,2024-07-28,"The Hilton, Kuala Lumpur",Central,City Hotel ,Deluxe Room,Amy,9067.5
2402,2024-07-28,"The Hilton, Kuala Lumpur",Central,City Hotel ,Single Room,Leo,6180.0
2403,2024-07-28,"The Hilton, Kuala Lumpur",Central,City Hotel ,Studio,Leo,22785.0
2404,2024-07-29,"Le Méridien, Sabah",East,Resort Hotel ,Deluxe Room,Leo,1250.0
2405,2024-07-29,"Le Méridien, Sabah",East,Resort Hotel ,Single Room,Leo,1085.0
2406,2024-07-29,"Le Méridien, Sabah",East,Resort Hotel ,Studio,Derek,13180.0
2407,2024-07-29,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Leo,5000.0
2408,2024-07-29,"Lexis Suites, Penang",North,City Hotel ,Studio,Amy,13020.0
2409,2024-07-29,"The Hilton, Kuala Lumpur",Central,City Hotel ,Deluxe Room,Leo,5160.0
2410,2024-07-29,"The Hilton, Kuala Lumpur",Central,City Hotel ,Studio,Amy,6385.0
2411,2024-07-30,"Le Méridien, Sabah",East,Resort Hotel ,Deluxe Room,Leo,11177.5
2412,2024-07-30,"Le Méridien, Sabah",East,Resort Hotel ,Single Room,Leo,9325.0
2413,2024-07-30,"Le Méridien, Sabah",East,Resort Hotel ,Studio,Derek,13905.0
2414,2024-07-30,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Derek,5805.0
2415,2024-07-30,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Leo,5625.0
2416,2024-07-30,"Lexis Suites, Penang",North,City Hotel ,Single Room,Derek,2712.5
2417,2024-07-30,"Lexis Suites, Penang",North,City Hotel ,Single Room,Leo,4882.5
2418,2024-07-30,"Lexis Suites, Penang",North,City Hotel ,Studio,Amy,14647.5
2419,2024-07-30,"Lexis Suites, Penang",North,City Hotel ,Studio,Derek,39060.0
2420,2024-07-30,"The Hilton, Kuala Lumpur",Central,City Hotel ,Deluxe Room,Amy,9272.5
2421,2024-07-30,"The Hilton, Kuala Lumpur",Central,City Hotel ,Deluxe Room,Derek,15870.0
2422,2024-07-30,"The Hilton, Kuala Lumpur",Central,City Hotel ,Deluxe Room,Leo,5625.0
2423,2024-07-30,"The Hilton, Kuala Lumpur",Central,City Hotel ,Single Room,Derek,6180.0
2424,2024-07-30,"The Hilton, Kuala Lumpur",Central,City Hotel ,Studio,Derek,7725.0
2425,2024-07-30,"The Hilton, Kuala Lumpur",Central,City Hotel ,Studio,Leo,82440.0
2426,2024-07-31,"Le Méridien, Sabah",East,Resort Hotel ,Deluxe Room,Leo,6450.0
2427,2024-07-31,"Le Méridien, Sabah",East,Resort Hotel ,Single Room,Derek,3797.5
2428,2024-07-31,"Le Méridien, Sabah",East,Resort Hotel ,Studio,Derek,19530.0
2429,2024-07-31,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Amy,7500.0
2430,2024-07-31,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Derek,7890.0
2431,2024-07-31,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Leo,4742.5
2432,2024-07-31,"Lexis Suites, Penang",North,City Hotel ,Single Room,Amy,5425.0
2433,2024-07-31,"Lexis Suites, Penang",North,City Hotel ,Single Room,Derek,5425.0
2434,2024-07-31,"Lexis Suites, Penang",North,City Hotel ,Studio,Leo,18540.0
2435,2024-07-31,"The Hilton, Kuala Lumpur",Central,City Hotel ,Deluxe Room,Amy,13580.0
2436,2024-07-31,"The Hilton, Kuala Lumpur",Central,City Hotel ,Single Room,Amy,3605.0
2437,2024-07-31,"The Hilton, Kuala Lumpur",Central,City Hotel ,Single Room,Leo,9147.5
2438,2024-07-31,"The Hilton, Kuala Lumpur",Central,City Hotel ,Studio,Leo,10815.0
2439,2024-08-01,"Le Méridien, Sabah",East,Resort Hotel ,Deluxe Room,Derek,5805.0
2440,2024-08-01,"Le Méridien, Sabah",East,Resort Hotel ,Single Room,Leo,7595.0
2441,2024-08-01,"Le Méridien, Sabah",East,Resort Hotel ,Studio,Derek,14647.5
2442,2024-08-01,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Amy,8547.5
2443,2024-08-01,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Derek,9030.0
2444,2024-08-01,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Leo,15057.5
2445,2024-08-01,"Lexis Suites, Penang",North,City Hotel ,Royal Suite ,Amy,17200.0
2446,2024-08-01,"Lexis Suites, Penang",North,City Hotel ,Single Room,Derek,6695.0
2447,2024-08-01,"Lexis Suites, Penang",North,City Hotel ,Studio,Amy,21630.0
2448,2024-08-01,"Lexis Suites, Penang",North,City Hotel ,Studio,Leo,23065.0
2449,2024-08-01,"The Hilton, Kuala Lumpur",Central,City Hotel ,Deluxe Room,Derek,12492.5
2450,2024-08-01,"The Hilton, Kuala Lumpur",Central,City Hotel ,Deluxe Room,Leo,14997.5
2451,2024-08-01,"The Hilton, Kuala Lumpur",Central,City Hotel ,Studio,Leo,14827.5
2452,2024-08-02,"Le Méridien, Sabah",East,Resort Hotel ,Deluxe Room,Amy,17752.5
2453,2024-08-02,"Le Méridien, Sabah",East,Resort Hotel ,Deluxe Room,Derek,20702.5
2454,2024-08-02,"Le Méridien, Sabah",East,Resort Hotel ,Deluxe Room,Leo,9862.5
2455,2024-08-02,"Le Méridien, Sabah",East,Resort Hotel ,Royal Suite ,Amy,19910.0
2456,2024-08-02,"Le Méridien, Sabah",East,Resort Hotel ,Single Room,Leo,8137.5
2457,2024-08-02,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Derek,7232.5
2458,2024-08-02,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Leo,28750.0
2459,2024-08-02,"Lexis Suites, Penang",North,City Hotel ,Royal Suite ,Leo,18920.0
2460,2024-08-02,"Lexis Suites, Penang",North,City Hotel ,Studio,Amy,21630.0
2461,2024-08-02,"Lexis Suites, Penang",North,City Hotel ,Studio,Derek,22785.0
2462,2024-08-02,"Lexis Suites, Penang",North,City Hotel ,Studio,Leo,50752.5
2463,2024-08-02,"The Hilton, Kuala Lumpur",Central,City Hotel ,Deluxe Room,Amy,10840.0
2464,2024-08-02,"The Hilton, Kuala Lumpur",Central,City Hotel ,Deluxe Room,Leo,9485.0
2465,2024-08-02,"The Hilton, Kuala Lumpur",Central,City Hotel ,Single Room,Leo,8240.0
2466,2024-08-02,"The Hilton, Kuala Lumpur",Central,City Hotel ,Studio,Derek,24720.0
2467,2024-08-02,"The Hilton, Kuala Lumpur",Central,City Hotel ,Studio,Leo,26040.0
2468,2024-08-03,"Le Méridien, Sabah",East,Resort Hotel ,Deluxe Room,Amy,730.0
2469,2024-08-03,"Le Méridien, Sabah",East,Resort Hotel ,Deluxe Room,Derek,6250.0
2470,2024-08-03,"Le Méridien, Sabah",East,Resort Hotel ,Single Room,Amy,5150.0
2471,2024-08-03,"Le Méridien, Sabah",East,Resort Hotel ,Single Room,Derek,5625.0
2472,2024-08-03,"Le Méridien, Sabah",East,Resort Hotel ,Studio,Amy,15450.0
2473,2024-08-03,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Derek,12700.0
2474,2024-08-03,"Lexis Suites, Penang",North,City Hotel ,Single Room,Amy,535.0
2475,2024-08-03,"Lexis Suites, Penang",North,City Hotel ,Single Room,Leo,3090.0
2476,2024-08-03,"Lexis Suites, Penang",North,City Hotel ,Studio,Derek,15650.0
2477,2024-08-03,"Lexis Suites, Penang",North,City Hotel ,Studio,Leo,15450.0
2478,2024-08-03,"The Hilton, Kuala Lumpur",Central,City Hotel ,Deluxe Room,Leo,12500.0
2479,2024-08-03,"The Hilton, Kuala Lumpur",Central,City Hotel ,Single Room,Amy,6465.0
2480,2024-08-03,"The Hilton, Kuala Lumpur",Central,City Hotel ,Single Room,Derek,3255.0
2481,2024-08-03,"The Hilton, Kuala Lumpur",Central,City Hotel ,Single Room,Leo,5425.0
2482,2024-08-03,"The Hilton, Kuala Lumpur",Central,City Hotel ,Studio,Derek,19647.5
2483,2024-08-03,"The Hilton, Kuala Lumpur",Central,City Hotel ,Studio,Leo,15450.0
2484,2024-08-04,"Le Méridien, Sabah",East,Resort Hotel ,Single Room,Amy,6105.0
2485,2024-08-04,"Le Méridien, Sabah",East,Resort Hotel ,Single Room,Derek,5665.0
2486,2024-08-04,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Amy,13482.5
2487,2024-08-04,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Leo,13150.0
2488,2024-08-04,"Lexis Suites, Penang",North,City Hotel ,Royal Suite ,Amy,19910.0
2489,2024-08-04,"Lexis Suites, Penang",North,City Hotel ,Royal Suite ,Derek,18100.0
2490,2024-08-04,"Lexis Suites, Penang",North,City Hotel ,Single Room,Derek,5425.0
2491,2024-08-04,"Lexis Suites, Penang",North,City Hotel ,Single Room,Leo,5350.0
2492,2024-08-04,"Lexis Suites, Penang",North,City Hotel ,Studio,Amy,16275.0
2493,2024-08-04,"The Hilton, Kuala Lumpur",Central,City Hotel ,Deluxe Room,Leo,6250.0
2494,2024-08-04,"The Hilton, Kuala Lumpur",Central,City Hotel ,Single Room,Derek,5625.0
2495,2024-08-04,"The Hilton, Kuala Lumpur",Central,City Hotel ,Single Room,Leo,5425.0
2496,2024-08-05,"Le Méridien, Sabah",East,Resort Hotel ,Deluxe Room,Derek,5000.0
2497,2024-08-05,"Le Méridien, Sabah",East,Resort Hotel ,Deluxe Room,Leo,6250.0
2498,2024-08-05,"Le Méridien, Sabah",East,Resort Hotel ,Single Room,Amy,2812.5
2499,2024-08-05,"Le Méridien, Sabah",East,Resort Hotel ,Studio,Amy,30015.0
2500,2024-08-05,"Le Méridien, Sabah",East,Resort Hotel ,Studio,Leo,28635.0
2501,2024-08-05,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Amy,5420.0
2502,2024-08-05,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Derek,8750.0
2503,2024-08-05,"Lexis Suites, Penang",North,City Hotel ,Royal Suite ,Amy,10320.0
2504,2024-08-05,"Lexis Suites, Penang",North,City Hotel ,Single Room,Amy,5425.0
2505,2024-08-05,"Lexis Suites, Penang",North,City Hotel ,Single Room,Leo,5150.0
2506,2024-08-05,"Lexis Suites, Penang",North,City Hotel ,Studio,Derek,12360.0
2507,2024-08-05,"The Hilton, Kuala Lumpur",Central,City Hotel ,Deluxe Room,Leo,13320.0
2508,2024-08-05,"The Hilton, Kuala Lumpur",Central,City Hotel ,Single Room,Leo,13550.0
2509,2024-08-05,"The Hilton, Kuala Lumpur",Central,City Hotel ,Studio,Amy,16275.0
2510,2024-08-05,"The Hilton, Kuala Lumpur",Central,City Hotel ,Studio,Derek,13180.0
2511,2024-08-05,"The Hilton, Kuala Lumpur",Central,City Hotel ,Studio,Leo,16475.0
2512,2024-08-06,"Le Méridien, Sabah",East,Resort Hotel ,Royal Suite ,Leo,3620.0
2513,2024-08-06,"Le Méridien, Sabah",East,Resort Hotel ,Single Room,Derek,8137.5
2514,2024-08-06,"Le Méridien, Sabah",East,Resort Hotel ,Single Room,Leo,1030.0
2515,2024-08-06,"Le Méridien, Sabah",East,Resort Hotel ,Studio,Amy,9270.0
2516,2024-08-06,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Leo,19725.0
2517,2024-08-06,"Lexis Suites, Penang",North,City Hotel ,Studio,Amy,9270.0
2518,2024-08-06,"Lexis Suites, Penang",North,City Hotel ,Studio,Leo,3090.0
2519,2024-08-06,"The Hilton, Kuala Lumpur",Central,City Hotel ,Deluxe Room,Amy,12900.0
2520,2024-08-06,"The Hilton, Kuala Lumpur",Central,City Hotel ,Deluxe Room,Derek,9675.0
2521,2024-08-06,"The Hilton, Kuala Lumpur",Central,City Hotel ,Deluxe Room,Leo,23707.5
2522,2024-08-06,"The Hilton, Kuala Lumpur",Central,City Hotel ,Single Room,Amy,2575.0
2523,2024-08-06,"The Hilton, Kuala Lumpur",Central,City Hotel ,Single Room,Derek,2575.0
2524,2024-08-06,"The Hilton, Kuala Lumpur",Central,City Hotel ,Single Room,Leo,3605.0
2525,2024-08-06,"The Hilton, Kuala Lumpur",Central,City Hotel ,Studio,Amy,57472.5
2526,2024-08-07,"Le Méridien, Sabah",East,Resort Hotel ,Deluxe Room,Amy,1315.0
2527,2024-08-07,"Le Méridien, Sabah",East,Resort Hotel ,Deluxe Room,Leo,6575.0
2528,2024-08-07,"Le Méridien, Sabah",East,Resort Hotel ,Royal Suite ,Derek,3440.0
2529,2024-08-07,"Le Méridien, Sabah",East,Resort Hotel ,Single Room,Amy,1085.0
2530,2024-08-07,"Le Méridien, Sabah",East,Resort Hotel ,Single Room,Leo,11662.5
2531,2024-08-07,"Le Méridien, Sabah",East,Resort Hotel ,Studio,Amy,3090.0
2532,2024-08-07,"Le Méridien, Sabah",East,Resort Hotel ,Studio,Derek,11392.5
2533,2024-08-07,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Amy,24692.5
2534,2024-08-07,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Derek,4830.0
2535,2024-08-07,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Leo,17400.0
2536,2024-08-07,"Lexis Suites, Penang",North,City Hotel ,Royal Suite ,Derek,27150.0
2537,2024-08-07,"Lexis Suites, Penang",North,City Hotel ,Single Room,Derek,8755.0
2538,2024-08-07,"Lexis Suites, Penang",North,City Hotel ,Single Room,Leo,2210.0
2539,2024-08-07,"Lexis Suites, Penang",North,City Hotel ,Studio,Leo,26605.0
2540,2024-08-07,"The Hilton, Kuala Lumpur",Central,City Hotel ,Deluxe Room,Derek,10675.0
2541,2024-08-07,"The Hilton, Kuala Lumpur",Central,City Hotel ,Deluxe Room,Leo,1250.0
2542,2024-08-07,"The Hilton, Kuala Lumpur",Central,City Hotel ,Royal Suite ,Derek,3440.0
2543,2024-08-07,"The Hilton, Kuala Lumpur",Central,City Hotel ,Single Room,Amy,3797.5
2544,2024-08-07,"The Hilton, Kuala Lumpur",Central,City Hotel ,Single Room,Derek,1030.0
2545,2024-08-07,"The Hilton, Kuala Lumpur",Central,City Hotel ,Single Room,Leo,11522.5
2546,2024-08-07,"The Hilton, Kuala Lumpur",Central,City Hotel ,Studio,Amy,6345.0
2547,2024-08-07,"The Hilton, Kuala Lumpur",Central,City Hotel ,Studio,Derek,60217.5
2548,2024-08-08,"Le Méridien, Sabah",East,Resort Hotel ,Deluxe Room,Amy,9675.0
2549,2024-08-08,"Le Méridien, Sabah",East,Resort Hotel ,Deluxe Room,Derek,22455.0
2550,2024-08-08,"Le Méridien, Sabah",East,Resort Hotel ,Deluxe Room,Leo,8125.0
2551,2024-08-08,"Le Méridien, Sabah",East,Resort Hotel ,Royal Suite ,Derek,27150.0
2552,2024-08-08,"Le Méridien, Sabah",East,Resort Hotel ,Single Room,Leo,21527.5
2553,2024-08-08,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Amy,19995.0
2554,2024-08-08,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Leo,2630.0
2555,2024-08-08,"Lexis Suites, Penang",North,City Hotel ,Single Room,Amy,2060.0
2556,2024-08-08,"Lexis Suites, Penang",North,City Hotel ,Single Room,Derek,16480.0
2557,2024-08-08,"Lexis Suites, Penang",North,City Hotel ,Studio,Derek,97655.0
2558,2024-08-08,"Lexis Suites, Penang",North,City Hotel ,Studio,Leo,23175.0
2559,2024-08-08,"The Hilton, Kuala Lumpur",Central,City Hotel ,Deluxe Room,Derek,9862.5
2560,2024-08-08,"The Hilton, Kuala Lumpur",Central,City Hotel ,Single Room,Amy,8240.0
2561,2024-08-08,"The Hilton, Kuala Lumpur",Central,City Hotel ,Single Room,Derek,26867.5
2562,2024-08-08,"The Hilton, Kuala Lumpur",Central,City Hotel ,Studio,Derek,26040.0
2563,2024-08-08,"The Hilton, Kuala Lumpur",Central,City Hotel ,Studio,Leo,24412.5
2564,2024-08-09,"Le Méridien, Sabah",East,Resort Hotel ,Deluxe Room,Amy,8547.5
2565,2024-08-09,"Le Méridien, Sabah",East,Resort Hotel ,Deluxe Room,Derek,8547.5
2566,2024-08-09,"Le Méridien, Sabah",East,Resort Hotel ,Deluxe Room,Leo,6650.0
2567,2024-08-09,"Le Méridien, Sabah",East,Resort Hotel ,Single Room,Amy,12120.0
2568,2024-08-09,"Le Méridien, Sabah",East,Resort Hotel ,Single Room,Leo,4120.0
2569,2024-08-09,"Le Méridien, Sabah",East,Resort Hotel ,Studio,Derek,15650.0
2570,2024-08-09,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Amy,8547.5
2571,2024-08-09,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Derek,6575.0
2572,2024-08-09,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Leo,6775.0
2573,2024-08-09,"Lexis Suites, Penang",North,City Hotel ,Single Room,Amy,7052.5
2574,2024-08-09,"Lexis Suites, Penang",North,City Hotel ,Single Room,Derek,17627.5
2575,2024-08-09,"Lexis Suites, Penang",North,City Hotel ,Single Room,Leo,10775.0
2576,2024-08-09,"Lexis Suites, Penang",North,City Hotel ,Studio,Amy,47175.0
2577,2024-08-09,"Lexis Suites, Penang",North,City Hotel ,Studio,Derek,12360.0
2578,2024-08-09,"Lexis Suites, Penang",North,City Hotel ,Studio,Leo,21157.5
2579,2024-08-09,"The Hilton, Kuala Lumpur",Central,City Hotel ,Deluxe Room,Derek,6450.0
2580,2024-08-09,"The Hilton, Kuala Lumpur",Central,City Hotel ,Deluxe Room,Leo,6575.0
2581,2024-08-09,"The Hilton, Kuala Lumpur",Central,City Hotel ,Royal Suite ,Leo,13760.0
2582,2024-08-09,"The Hilton, Kuala Lumpur",Central,City Hotel ,Single Room,Amy,4340.0
2583,2024-08-09,"The Hilton, Kuala Lumpur",Central,City Hotel ,Single Room,Leo,6695.0
2584,2024-08-09,"The Hilton, Kuala Lumpur",Central,City Hotel ,Studio,Leo,16475.0
2585,2024-08-10,"Le Méridien, Sabah",East,Resort Hotel ,Deluxe Room,Amy,27497.5
2586,2024-08-10,"Le Méridien, Sabah",East,Resort Hotel ,Deluxe Room,Leo,17115.0
2587,2024-08-10,"Le Méridien, Sabah",East,Resort Hotel ,Single Room,Derek,4340.0
2588,2024-08-10,"Le Méridien, Sabah",East,Resort Hotel ,Single Room,Leo,11605.0
2589,2024-08-10,"Le Méridien, Sabah",East,Resort Hotel ,Studio,Amy,16375.0
2590,2024-08-10,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Amy,10162.5
2591,2024-08-10,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Derek,6250.0
2592,2024-08-10,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Leo,9375.0
2593,2024-08-10,"Lexis Suites, Penang",North,City Hotel ,Single Room,Amy,13150.0
2594,2024-08-10,"Lexis Suites, Penang",North,City Hotel ,Single Room,Derek,18080.0
2595,2024-08-10,"Lexis Suites, Penang",North,City Hotel ,Single Room,Leo,6180.0
2596,2024-08-10,"Lexis Suites, Penang",North,City Hotel ,Studio,Amy,19770.0
2597,2024-08-10,"The Hilton, Kuala Lumpur",Central,City Hotel ,Deluxe Room,Amy,31897.5
2598,2024-08-10,"The Hilton, Kuala Lumpur",Central,City Hotel ,Royal Suite ,Leo,18100.0
2599,2024-08-10,"The Hilton, Kuala Lumpur",Central,City Hotel ,Single Room,Amy,5287.5
2600,2024-08-10,"The Hilton, Kuala Lumpur",Central,City Hotel ,Single Room,Leo,2712.5
2601,2024-08-10,"The Hilton, Kuala Lumpur",Central,City Hotel ,Studio,Amy,15450.0
2602,2024-08-10,"The Hilton, Kuala Lumpur",Central,City Hotel ,Studio,Derek,7825.0
2603,2024-08-10,"The Hilton, Kuala Lumpur",Central,City Hotel ,Studio,Leo,19530.0
2604,2024-08-11,"Le Méridien, Sabah",East,Resort Hotel ,Deluxe Room,Amy,657.5
2605,2024-08-11,"Le Méridien, Sabah",East,Resort Hotel ,Royal Suite ,Amy,13760.0
2606,2024-08-11,"Le Méridien, Sabah",East,Resort Hotel ,Single Room,Amy,1085.0
2607,2024-08-11,"Lexis Suites, Penang",North,City Hotel ,Single Room,Leo,1125.0
2608,2024-08-11,"Lexis Suites, Penang",North,City Hotel ,Studio,Derek,13020.0
2609,2024-08-11,"The Hilton, Kuala Lumpur",Central,City Hotel ,Deluxe Room,Derek,5260.0
2610,2024-08-11,"The Hilton, Kuala Lumpur",Central,City Hotel ,Deluxe Room,Leo,6205.0
2611,2024-08-11,"The Hilton, Kuala Lumpur",Central,City Hotel ,Royal Suite ,Derek,1720.0
2612,2024-08-11,"The Hilton, Kuala Lumpur",Central,City Hotel ,Single Room,Derek,1592.5
2613,2024-08-11,"The Hilton, Kuala Lumpur",Central,City Hotel ,Single Room,Leo,1030.0
2614,2024-08-12,"Le Méridien, Sabah",East,Resort Hotel ,Deluxe Room,Amy,3415.0
2615,2024-08-12,"Le Méridien, Sabah",East,Resort Hotel ,Deluxe Room,Leo,3287.5
2616,2024-08-12,"Le Méridien, Sabah",East,Resort Hotel ,Single Room,Amy,5425.0
2617,2024-08-12,"Le Méridien, Sabah",East,Resort Hotel ,Studio,Amy,6510.0
2618,2024-08-12,"Lexis Suites, Penang",North,City Hotel ,Studio,Leo,16275.0
2619,2024-08-12,"The Hilton, Kuala Lumpur",Central,City Hotel ,Deluxe Room,Amy,677.5
2620,2024-08-12,"The Hilton, Kuala Lumpur",Central,City Hotel ,Single Room,Derek,5685.0
2621,2024-08-12,"The Hilton, Kuala Lumpur",Central,City Hotel ,Studio,Amy,21960.0
2622,2024-08-13,"Le Méridien, Sabah",East,Resort Hotel ,Deluxe Room,Amy,8547.5
